model,image
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_308_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_28_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_457_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_326_ry_0.png
4cnn_ry_6_1_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/beer_bottle/img_175_ry_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_489_tz_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_96_tz_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_154_tz_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_277_tz_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_229_tz_0.png
6cnn_tz_103_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_127_tz_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_189_ry_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_27_ry_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_317_ry_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_114_ry_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_409_ry_0.png
4cnn_ry_70_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_68_ry_0.png
6cnn_ry_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_194_ry_0.png
6cnn_ry_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_358_ry_0.png
6cnn_ry_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_451_ry_0.png
6cnn_ry_41_6_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/cereal_box/img_135_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_27_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_192_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_124_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_213_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_112_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_66_ry_0.png
6cnn_ry_3_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_1_ry_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_410_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_186_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_216_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_271_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_173_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_152_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_456_tz_0.png
4cnn_tz_79_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_78_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_25_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_116_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_480_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_371_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_345_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_212_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_151_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_248_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_196_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_462_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_436_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_108_tz_0.png
6cnn_tz_22_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_295_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_220_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_362_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_116_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_371_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_24_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_45_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_271_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_412_tz_0.png
6cnn_tz_75_12_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/office_telephone/img_282_tz_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_30_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_177_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_370_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_360_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_88_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_66_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_235_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_415_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_83_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_485_ry_0.png
4cnn_ry_45_7_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/fruit_bowl/img_488_ry_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_489_tz_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_96_tz_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_154_tz_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_277_tz_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_229_tz_0.png
6cnn_tz_105_17_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/telephone/img_127_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_396_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_210_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_44_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_300_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_246_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_151_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_462_tz_0.png
4cnn_tz_42_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_358_tz_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_429_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_328_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_279_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_191_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_247_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_356_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_161_ry_0.png
6cnn_ry_104_17_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/telephone/img_449_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_27_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_158_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_320_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_113_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_446_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_43_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_59_ry_0.png
6cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_235_ry_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_32_tz_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_5_tz_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_471_tz_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_133_tz_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_211_tz_0.png
6cnn_tz_1_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_158_tz_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_27_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_426_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_374_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_264_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_192_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_359_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_118_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_78_ry_0.png
6cnn_ry_77_12_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/office_telephone/img_128_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_45_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_440_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_115_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_88_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_169_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_126_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_491_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_349_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_482_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_296_ry_0.png
4cnn_ry_64_10_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/laptop/img_135_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_408_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_84_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_263_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_389_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_232_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_448_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_492_ry_0.png
6cnn_ry_90_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_435_ry_0.png
4cnn_tz_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_19_tz_0.png
4cnn_tz_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_455_tz_0.png
4cnn_tz_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_392_tz_0.png
4cnn_tz_65_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_492_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_25_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_480_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_371_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_345_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_212_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_151_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_196_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_436_tz_0.png
4cnn_tz_20_3_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/book/img_108_tz_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_189_ry_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_27_ry_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_317_ry_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_114_ry_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_409_ry_0.png
4cnn_ry_68_11_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/monitor/img_68_ry_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_410_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_186_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_216_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_271_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_173_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_152_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_456_tz_0.png
4cnn_tz_81_13_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/orange/img_78_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_135_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_359_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_268_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_448_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_456_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_7_tz_0.png
4cnn_tz_52_8_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/honey_jar/img_197_tz_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_410_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_209_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_378_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_368_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_375_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_361_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_301_ry_0.png
6cnn_ry_18_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_127_ry_0.png
4cnn_tz_61_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_19_tz_0.png
4cnn_tz_61_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_455_tz_0.png
4cnn_tz_61_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_392_tz_0.png
4cnn_tz_61_10_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/laptop/img_492_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_396_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_210_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_44_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_300_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_246_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_151_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_462_tz_0.png
4cnn_tz_47_7_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/fruit_bowl/img_358_tz_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_410_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_378_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_368_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_375_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_361_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_301_ry_0.png
4cnn_ry_19_3_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/book/img_127_ry_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_32_tz_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_5_tz_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_471_tz_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_133_tz_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_211_tz_0.png
6cnn_tz_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_tz_vanilla/val/apple/img_158_tz_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_27_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_158_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_113_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_399_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_446_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_43_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_256_ry_0.png
4cnn_ry_117_19_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/wine_glass/img_235_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_408_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_84_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_263_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_389_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_232_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_448_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_492_ry_0.png
6cnn_ry_95_15_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/rubber_duck/img_435_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_119_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_27_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_192_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_124_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_213_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_112_ry_0.png
4cnn_ry_0_0_no_custom_OP.onnx,/data/metaroom/metaroom_ry_vanilla/val/apple/img_66_ry_0.png
